identificacion|nombre|edad|altura_cm|peso_lb|sexo|salario|ciudad|fecha_registro|nivel_educacion|email
0144833597001|diana chávez acosta|30.0|156.7|116.5|F|480.0|Cuenca|Dec 21, 2025|Tecnico|diana.chavez.acosta@hotmail.com
0121376370|elena rodriguez acosta|32.0|164.9|144.8|f|2374.9|Cuenca|19/09/2025|Secundaria|elena.rodriguez.acosta@empresa.ec
0106618408|Ricardo Espinoza Carrillo|32.0|161.6|119.5|f|1034.31|Cuenca|25/03/2023|Maestria|
0145352712|Lucía Mera Acosta|39.0|157.7|112.0|f|1592.0|Cuenca|01/03/2023|Universidad|lucia.mera.acosta@empresa.ec
0150349561|sebastián flores silva|32.0|179.7|206.7|M|480.0|Cuenca|2024-09-11|Universidad|
0120560594|BRYAN BRAVO DELGADO|33.0|174.0|156.9|F|962.01|Cuenca|2024-06-29|Secundaria|
0121034854|melanie paredes flores|29.0|179.1|189.1|M|630.45|Cuenca|18/07/2024|Tecnico|melanie.paredes.flores@gmail.com
0125382895|gustavo flores benítez|35.0|175.6|185.6|m|480.0|Cuenca|Nov 26, 2025|Universidad|
0152125092001|Ana Flores Sanchez|48.0|167.8|145.6|f|610.77|Cuenca|15/02/2024|Universidad|ana.flores.sanchez@outlook.com
0148908726| Isabela García Navarro |38.0|183.5|207.0|m|919.2|Cuenca|2024-08-30|Tecnico|isabela.garcia.navarro@yahoo.com
0112227087001|Miguel Paredes Flores|45.0|172.2|148.7|M|509.25|Cuenca|2023-10-21|Universidad|
0117625236|LUCÍA VALENCIA ZAMBRANO|25.0|170.9|162.4|m|721.13|Cuenca|2023-04-17|Secundaria|lucia.valencia.zambrano@hotmail.com
0145789202|PAOLA MORENO VILLACÍS|27.0|167.0|137.2|F|639.92|Cuenca|2025-03-04|Tecnico|
0119105898|gustavo flores cornejo|32.0|156.7|130.9|f|808.26|Cuenca|2023-12-27|Primaria|gustavo.flores.cornejo@gmail.com
0117702845|Jose Alvarado Peña|37.0|162.4|116.6|f|645.43|Cuenca|2024-10-30|Tecnico|jose.alvarado.pena@outlook.com
0131690851001| ana rodriguez cruz |50.0|186.4|198.4|M|1085.85|Cuenca||Secundaria|
0133150870|SEBASTIÁN  VILLACÍS  BENÍTEZ|34.0|185.6|178.9|m|547.35|Cuenca|2023-06-11|Universidad|
0143806230001|Carlos Molina Bravo||179.2|194.0|m|592.95|Cuenca|2025-03-29|Tecnico| carlos.molina.bravo@yahoo.com 
0125007765|PAOLA CEDEÑO TORRES|37.0|174.4|149.3|f|480.0|Cuenca|15/07/2023|Tecnico|paola.cedeno.torres@yahoo.com
0144827797|esteban peña vera|36.0|165.0|162.7|m|554.55|Cuenca|2023-11-26|Universidad|esteban.pena.vera@empresa.ec
0135807667|bryan chávez chávez|32.0|172.3|184.7|M|1297.28|Cuenca|2024-06-22|Secundaria|
0115532947|LUIS CHÁVEZ MOLINA|23.0|171.0|166.7|F|1163.38|Cuenca|2023-07-25|Tecnico|
0123035859|Carmen Espinoza Cornejo|37.0|177.9|179.8|m|480.0|Cuenca|14/10/2023|Secundaria|
0118869809|Andrés Silva Peña|43.0|156.9|148.5|F|1015.27|Cuenca|2025-11-13|Universidad|
0118299049|Ricardo López Moreno|42.0|166.5|143.0|m|480.0|Cuenca|2023-05-18|Universidad|ricardo.lopez.moreno@yahoo.com
0152000873|Bryan Quintero Moreno|38.0|151.2|107.6|F|480.0|Cuenca|2024-07-10|Secundaria|
0126971639|Andrés Carrillo Romero|40.0|175.6|165.4|F|510.06|Cuenca|2023-11-22|Universidad|
0143700037|Adriana Benítez Villamar|51.0|156.1|127.6|F|732.08|Cuenca|16/04/2024|Maestria|
0125072397001|Bryan  Flores  Jiménez|32.0|167.5|127.6|f|1214.08|Cuenca|2024-08-06|Tecnico|
0109572941|Samuel  Villacís  Delgado|55.0|168.2|148.9|F|599.38|Cuenca|2026-02-02|Secundaria|samuel.villacis.delgado@empresa.ec
0146692777001|ISABELA PEÑA GUERRERO|37.0|190.1|191.5|m|694.59|Cuenca|03/06/2024|Universidad|
0154059430|Kevin Reyes Cruz|32.0|173.6|156.5|M|727.04|Cuenca|2025-11-29|Secundaria|
0141066811|Jorge  Vera  Rojas|28.0|158.2|133.8|f|3763.08|Cuenca|02/11/2025|Primaria|jorge.vera.rojas@outlook.com
0156910119|Daniel Ortega Villacís||167.0|116.6|F|559.62|Cuenca|20/11/2025|Universidad|daniel.ortega.villacis@gmail.com
0134788231|alejandro rodriguez flores|37.0|188.6|202.1|m|480.0|Cuenca|08/05/2023|Secundaria|alejandro.rodriguez.flores@outlook.com
0127261493| Bryan Valencia Reyes |25.0|166.2|115.0|f|480.0|Cuenca|2025-12-21|Universidad|BRYAN.VALENCIA.REYES@EMPRESA.EC
0123846024001|Isabela Peña Herrera|28.0|171.7|173.4|m|1246.98|Cuenca|2025-01-02|Universidad|
0123554701|Miguel  Paredes  Cornejo|32.0|151.4|108.2|F|548.73|Cuenca|2024-03-21|Secundaria|miguel.paredes.cornejo@gmail.com
0133571430|samuel benítez reyes||185.2|178.0|M|480.0|Cuenca|2024-11-16|Universidad|samuel.benitez.reyes@outlook.com
0143812204|Elena Ortega Espinoza||172.1|151.6|f|1340.35|Cuenca|Jan 18, 2026|Tecnico|elena.ortega.espinoza@gmail.com
0144999067|Nicole Delgado Vera|29.0|165.0|136.7|f|691.04|Cuenca|2023-12-20|Secundaria|nicole.delgado.vera@gmail.com
0141199976|Lucía Acosta Castro||175.0|197.5|m|1520.93|Cuenca|02/09/2023|Maestria|
0133147819|SEBASTIÁN ORTEGA PAREDES||164.3|124.7|F|1152.56|Cuenca|24/07/2025|Universidad|
0111725198001|Jose Villacís Torres|34.0|166.4|124.2|F|480.0|Cuenca|23/08/2024|Secundaria|
0145386306|  Cristian  Villacís  Bravo  |25.0|179.3|188.4|m|1171.55|Cuenca|21/07/2025|Secundaria|
0152721874|daniel rodriguez bravo|30.0|164.8|139.4|M|961.92|Cuenca|Feb 27, 2024|Secundaria|daniel.rodriguez.bravo@gmail.com
0143051662|David Cruz Cornejo|45.0|155.2|114.3|F|658.33|Cuenca|2025-10-29|Secundaria|DAVID.CRUZ.CORNEJO@GMAIL.COM
0157114919001|Daniel Flores Benítez|40.0|158.5|119.9|F|480.0|Cuenca|2023-07-14|Secundaria|daniel.flores.benitez@outlook.com
0143095131|Esteban Sanchez Espinoza|47.0|177.5|184.7|M|1199.3|Cuenca|2025-03-12|Secundaria|esteban.sanchez.espinoza@gmail.com
0118420173| Alejandro Loor Delgado |32.0|162.0|143.9|f|480.0|Cuenca|2025-04-09|Secundaria|alejandro.loor.delgado@empresa.ec
0129761243001|Mateo Guerrero Paredes|33.0|164.8|140.5|F|480.0|Cuenca|2025-11-26|Primaria|mateo.guerrero.paredes@empresa.ec
0149194409|CAMILA  QUINTERO  VILLACÍS|43.0|172.0|157.1|m|1474.96|Cuenca|Jan 18, 2025|Universidad|camila.quintero.villacis@empresa.ec
0141334755|Bryan  Peña  Espinoza|35.0|171.3|155.6|f|522.18|Cuenca|2025-05-26|Secundaria|
0125028688001| natalia acosta torres|46.0|173.2|189.8|m|1523.82|Cuenca|Dec 17, 2025|Maestria|
0123794745|DANIEL ZAMBRANO ARÉVALO|38.0|167.4|156.1|F|756.42|Cuenca|12/11/2023|Maestria|DANIEL.ZAMBRANO.AREVALO@HOTMAIL.COM
0142993930|Miguel Valencia Ortega|44.0|170.5|125.3|F|1227.01|Cuenca|2024-08-07|Universidad|miguel.valencia.ortega@hotmail.com
0107617177|ISABELA GUERRERO CHÁVEZ|44.0|165.1|130.9|F|629.76|Cuenca|2025-05-26|Tecnico| ISABELA.GUERRERO.CHAVEZ@EMPRESA.EC 
0127503266|Daniel  Quintero  Cruz|38.0|163.3|153.6|F|984.17|Cuenca|25/09/2023|Universidad|daniel.quintero.cruz@gmail.com
0146197074|Sebastián Peña Carrillo|31.0|150.7|98.6|f|997.8|Cuenca|Nov 10, 2024|Universidad|sebastian.pena.carrillo@gmail.com
0123408288|cristian benítez ortega|30.0|155.8|103.2|f|786.72|Cuenca|06/04/2025|Universidad|cristian.benitez.ortega@yahoo.com
0100629203001|Carla Castro Valencia|44.0|167.5|122.6|F|480.0|Cuenca|25/02/2023|Universidad|
0113184253|JOSE  LÓPEZ  MORENO|45.0|173.3|143.3|m|714.9|Cuenca|2024-05-30|Universidad|jose.lopez.moreno@yahoo.com
0102287158|Jorge Moreno López|34.0|186.2|200.4|M|1102.53|Cuenca|2023-07-23|Tecnico|
0156477747|Daniel Mendoza Navarro|38.0|145.0|95.8|f|707.49|Cuenca||Universidad|
0146262936| natalia delgado benítez|52.0|159.1|138.4|f|480.0|Cuenca|Jul 11, 2024|Secundaria|.natalia.delgado.benitez@outlook.com
0147932354001|Diego Benítez Villamar|30.0|181.2|174.8|m|480.0|Cuenca|Jan 22, 2026|Universidad|
0118912906| CAMILA LOOR SUÁREZ |34.0|173.4|178.8|m|777.97|Cuenca|2023-01-11|Tecnico|
0143092096|diana alvarado villamar|48.0|164.8|139.9|f|710.89|Cuenca|Aug 25, 2024|Tecnico| diana.alvarado.villamar@yahoo.com 
0142065887| esteban salazar navarro |32.0|189.4|185.8|m|540.06|Cuenca|Aug 30, 2024|Secundaria|esteban.salazar.navarro@outlook.com
0147611560|Luis  Vera  Acosta|29.0|168.3|148.4|F|480.0|Cuenca|Jan 06, 2026|Secundaria|luis.vera.acosta@outlook.com
0136533460| DAVID SILVA CRUZ |37.0|171.2|159.8|m|551.26|Cuenca|2024-07-29|Universidad|david.silva.cruz@hotmail.com
0140119660001|sofía espinoza alvarado|42.0|160.1|136.1|F|480.0|Cuenca|2024-01-05|Secundaria|SOFIA.ESPINOZA.ALVARADO@GMAIL.COM
0126509660|Andrea Romero Quintero|42.0|178.3|175.7|m|1160.15|Cuenca|Jan 27, 2026|Secundaria|
0147906861|carla  sanchez  acosta|41.0|176.4|161.9|M|480.0|Cuenca|Mar 30, 2023|Tecnico| carla.sanchez.acosta@outlook.com 
0110111499001|Mateo  Zambrano  Cruz|44.0|185.4|182.6|m|908.06|Cuenca|Jul 25, 2025|Universidad|
0124605445|Jose Molina Romero|38.0|182.3|178.3|M|480.0|Cuenca|2025-06-18|Primaria|
0116751264001|GUSTAVO BENÍTEZ LOOR|36.0|176.6|186.2|m|620.88|Cuenca|03/11/2023|Universidad|gustavo.benitez.loor@yahoo.com
0145897088|lucía  jiménez  villamar|33.0|168.0|130.3|F|606.35|Cuenca|2024-02-23|Tecnico|lucia.jimenez.villamar@hotmail.com
0131882193|Diana López Herrera|34.0|172.4|149.5|m|480.0|Cuenca|15/09/2024|Universidad|
0150762144001|Tatiana Reyes Cruz|31.0|165.0|157.2|M|1152.42|Cuenca|Jun 28, 2023|Universidad|
0107771339|Diego Flores Villamar|30.0|165.9|129.7|F|498.76|Cuenca|2024-06-14|Secundaria|
0105898738| Karen Herrera Acosta |34.0|187.7|199.7|m|1184.43|Cuenca|06/11/2025|Secundaria|
0123848202| alejandro reyes ortega |39.0|179.9|147.7|M|513.0|Cuenca|2023-10-08|Universidad|
0125324681|Diego Solís Reyes|36.0|167.0|126.4|f|512.74|Cuenca|2024-12-15|Tecnico|
0101866226|Andrés Paredes Delgado|48.0|183.9|182.1|f|480.0|Cuenca|22/04/2024|Universidad|andres.paredes.delgado@gmail.com
0120045760|PEDRO  JIMÉNEZ  ESPINOZA|33.0|158.5|119.8|F|1148.78|Cuenca|2024-07-18|Universidad|pedro.jimenez.espinoza@hotmail.com
0155421779|VANESSA PEÑA ALVARADO|48.0|156.3|137.2|f|480.0|Cuenca|2023-08-14|Universidad|
0137377842001|alejandro  suárez  vera|40.0|173.5|148.1|F|775.67|Cuenca|27/04/2023|Secundaria|
0100489475001|JAVIER ROJAS VERA|37.0|176.8|175.8|m|480.0|Cuenca|31/08/2024|Secundaria|javier.rojas.vera@hotmail.com
0156196180001| CRISTIAN HERRERA CARRILLO |51.0|175.2|192.9|m|480.0|Cuenca|May 12, 2023|Universidad|
0157182890|Jorge Benítez Mera|38.0|168.3|159.6|F|1018.35|Cuenca|2025-07-20|Universidad| jorge.benitez.mera@gmail.com 
0114580020|Carla Moreno Moreno|36.0|175.1|183.3|M|480.0|Cuenca|2024-08-06|Tecnico|carla.moreno.moreno@hotmail.com
0122964505001|Javier Villacís Bravo|33.0|181.8|166.6|M|928.3|Cuenca|2024-10-24|Secundaria|
0138511803|DANIEL ACOSTA CORNEJO|29.0|156.8|124.0|F|480.0|Cuenca|2025-09-09|Universidad|
0104226022|TATIANA SILVA FLORES|34.0|170.8|159.3|m|823.11|Cuenca|2024-12-19|Maestria|tatiana.silva.flores@outlook.com
0159893114|JAVIER  VILLAMAR  PEÑA|40.0|179.8|191.9|M|727.36|Cuenca|2023-06-09|Secundaria|javier.villamar.pena@hotmail.com
0112414552|isabela loor cruz|33.0|165.3|152.1|F|843.03|Cuenca|2024-08-28|Universidad|isabela.loor.cruz@empresa.ec
0153536008|David Cedeño Cedeño|43.0|168.3|127.5|m|1175.42|Cuenca|2024-11-26|Universidad|david.cedeno.cedeno@outlook.com
0151048105|PAOLA VALENCIA SALAZAR|38.0|152.6|99.9|F|592.34|Cuenca|16/07/2023|Secundaria|
0114671886| Natalia Reyes Acosta|37.0|179.3|178.3|m|1211.94|Cuenca|2025-12-19|Tecnico|
0104530423|Mateo  Solís  Villacís|32.0|163.9|118.7|f|480.0|Cuenca|23/02/2023|Secundaria|
0135925493|FERNANDA ROJAS ALVARADO|44.0|163.4|121.2|F|979.31|Cuenca|2023-12-21|Maestria|fernanda.rojas.alvarado@empresa.ec
0110902590|vanessa navarro guerrero|46.0|187.4|210.3|M|480.0|Cuenca|2024-07-01|Primaria|VANESSA.NAVARRO.GUERRERO@HOTMAIL.COM
0150149524|Melanie  Vera  Zambrano|30.0|165.9|143.0|f|594.44|Cuenca|Oct 06, 2023|Universidad|
0104524129|Pedro  Guerrero  Flores|47.0|162.1|149.4|f|1170.67|Cuenca|13/05/2025|Maestria|
0154891386|Fernanda Cornejo Ortega|31.0|164.1|147.8|f|543.61|Cuenca|2023-09-28|Maestria|
0116747262|Luis Loor Acosta|37.0|156.9|115.7|F|480.0|Cuenca|Aug 02, 2024|Secundaria|luis.loor.acosta@outlook.com
0148449077|Luis Salazar Valencia|46.0|157.2|128.5|F|480.0|Cuenca|26/01/2026|Tecnico|luis.salazar.valencia@outlook.com
0134661446|ALEJANDRA NAVARRO PEÑA|48.0|177.2|190.9|M|607.31|Cuenca|03/08/2025|Universidad|alejandra.navarro.pena@gmail.com
0121759559|Carlos Bravo Sanchez|47.0|164.1|117.9|F|814.48|Cuenca|May 03, 2025|Universidad|carlos.bravo.sanchez@yahoo.com
0156346009001| Elena Herrera Loor |35.0|168.8|159.3|f|480.0|Cuenca|15/03/2024|Universidad|elena.herrera.loor@gmail.com
0146937016001|CRISTIAN SALAZAR ROMERO|35.0|165.4|158.6|F|599.97|Cuenca|2025-04-18|Universidad|
0149915845|Alejandra Salazar Navarro|35.0|163.2|135.9|F|1002.64|Cuenca|14/05/2024|Maestria|ALEJANDRA.SALAZAR.NAVARRO@YAHOO.COM
0148066004001|David Jiménez Loor|36.0|168.2|145.2|F|1390.56|Cuenca|2024-02-10|Universidad|david.jimenez.loor@outlook.com
0121914238|vanessa cornejo quintero|34.0|176.3|181.8|M|803.59|Cuenca|01/12/2024|Tecnico|
0140169301001|Pedro Delgado Jiménez|36.0|167.2|125.1|f|480.0|Cuenca|29/09/2024|Universidad|pedro.delgado.jimenez@hotmail.com
0123582447|RICARDO ROMERO ESPINOZA|34.0|159.1|148.2|f|1434.55|Cuenca|2025-10-25|Secundaria|ricardo.romero.espinoza@hotmail.com
0125412023|JUAN NAVARRO ROMERO|48.0|181.5|218.4|m|606.74|Cuenca|22/04/2024|Secundaria|
0100180561001|Luis Vera Rodriguez|36.0|171.8|161.5|F|480.0|Cuenca|2024-02-10|Universidad|luis.vera.rodriguez@outlook.com
0112012885|Carlos Espinoza Torres|44.0|159.6|111.2|f|737.53|Cuenca|Feb 08, 2026|Secundaria|
0148063514| natalia acosta carrillo|34.0|161.2|128.2|F|480.0|Cuenca|2024-08-05|Tecnico|.natalia.acosta.carrillo@hotmail.com
0144408093| fernanda peña suárez |39.0|176.3|162.8|M|505.78|Cuenca|2024-04-02|Universidad|fernanda.pena.suarez@gmail.com
0121196323|ANDRÉS SANCHEZ ARÉVALO|31.0|168.6|146.4|m|480.0|Cuenca|19/01/2026|Maestria|andres.sanchez.arevalo@yahoo.com
0102303823|Camila Carrillo Delgado|40.0|167.1|140.2|F|2099.35|Cuenca|2024-08-31|Secundaria|CAMILA.CARRILLO.DELGADO@GMAIL.COM
0141841239|Ana Loor Rodriguez|32.0|168.8|168.6|m|537.2|Cuenca|03/03/2024|Tecnico|ana.loor.rodriguez@gmail.com
0136057205|melanie espinoza benítez|27.0|180.0|173.2|m|937.05|Cuenca|2023-02-12|Universidad| melanie.espinoza.benitez@hotmail.com 
0113501050|Nicole Moreno Espinoza|33.0|168.5|150.8|m|877.2|Cuenca|03/07/2025|Secundaria|
0128492972|Kevin Solís Benítez|40.0|162.2|142.6|f|480.0|Cuenca|2024-02-03|Primaria|
0142376656|Juan Acosta Flores|42.0|160.5|118.8|f|1235.36|Cuenca||Tecnico|JUAN.ACOSTA.FLORES@HOTMAIL.COM
0110462488|Cristian Villamar López|43.0|166.2|166.9|m|603.05|Cuenca||Maestria|cristian.villamar.lopez@empresa.ec
0123010613001| Alejandra Vera Benítez |35.0|158.3|125.6|f|1883.76|Cuenca|2025-12-03|Universidad|
0143588739|ESTEBAN LÓPEZ CARRILLO|38.0|173.1|182.7|m|487.61|Cuenca|22/10/2025|Universidad|esteban.lopez.carrillo@yahoo.com
0140994641|Karen Chávez Espinoza|36.0|174.2|156.0|m|575.0|Cuenca|09/06/2025|Universidad|
0153171640|Daniel Villamar Torres|49.0|171.6|141.8|f|1018.25|Cuenca|Nov 22, 2024|Secundaria|
0155249188|María Zambrano Loor|35.0|172.8|159.9|f|480.0|Cuenca|05/02/2026|Secundaria|maria.zambrano.loor@hotmail.com
0145156220|Tatiana Solís Bravo|38.0|172.0|161.1|F|480.0|Cuenca|2025-02-09|Universidad|
0137054946|paola  rojas  carrillo|41.0|182.6|192.6|M|669.29|Cuenca|2025-07-30|Universidad|
0118256569|Javier Delgado Flores|41.0|170.0|159.4|M|1471.51|Cuenca|2025-09-06|Universidad|javier.delgado.flores@gmail.com
0117750182|ricardo  cruz  delgado|38.0|173.4|170.8|m|858.46|Cuenca|2025-04-12|Secundaria| RICARDO.CRUZ.DELGADO@YAHOO.COM 
0146072079001|Valeria Carrillo Reyes|46.0|185.7|202.7|M|663.19|Cuenca|05/02/2023|Secundaria|valeria.carrillo.reyes@hotmail.com
0133218073| KAREN TORRES NAVARRO |38.0|176.4|181.4|m|480.0|Cuenca|2023-11-08|Maestria| KAREN.TORRES.NAVARRO@YAHOO.COM 
0125559187001|Samuel Loor López|55.0|171.4|164.3|m|519.75|Cuenca|07/08/2024|Secundaria|samuel.loor.lopez@hotmail.com
0138491287|Mateo Sanchez Molina|41.0|180.8|200.2|m|480.0|Cuenca||Secundaria|
0133502260|Kevin Sanchez Mera|51.0|172.3|165.7|m|2624.44|Cuenca|May 21, 2023|Tecnico|
0125224667|gustavo carrillo espinoza|41.0|170.9|157.1|M|480.0|Cuenca|2024-07-18|Universidad| gustavo.carrillo.espinoza@outlook.com 
0155988769|Andrea Mendoza Tapia|43.0|188.1|192.6|M|2403.15|Cuenca||Primaria|
0148392566|JUAN LÓPEZ PAREDES|34.0|162.0|127.0|F|480.0|Cuenca|2025-10-03|Universidad|JUAN.LOPEZ.PAREDES@GMAIL.COM
0106571177|Sebastián López Sanchez|39.0|171.6|149.0|f|1511.23|Cuenca|07/09/2025|Universidad|sebastian.lopez.sanchez@empresa.ec
0115977076|lucía salazar tapia|48.0|165.0|158.6|F|2280.89|Cuenca|2023-05-31|Universidad|lucia.salazar.tapia@empresa.ec
0151151156|JOSE VILLAMAR BENÍTEZ|35.0|165.8|112.9|f|502.6|Cuenca|22/07/2023|Tecnico|
0124237819|elena  benítez  tapia|34.0|176.3|184.7|M|805.26|Cuenca|Jul 11, 2023|Secundaria|elena.benitez.tapia@empresa.ec
0118127760|BRYAN  ORTEGA  CORNEJO|38.0|176.2|162.5|M|1470.23|Cuenca|24/09/2025|Secundaria|
0131832958|Carlos Alvarado Herrera|31.0|174.7|169.8|M|765.37|Cuenca|2023-01-11|Primaria|
0155084080|TATIANA MENDOZA DELGADO|30.0|165.5|134.7|f|480.0|Cuenca|26/02/2025|Secundaria|tatiana.mendoza.delgado@yahoo.com
0155304603|andrea villacís ortega|46.0|169.4|152.6|M|911.95|Cuenca|30/05/2023|Secundaria|andrea.villacis.ortega@gmail.com
0159342849|karen  vera  flores|32.0|170.8|155.4|M|549.85|Cuenca|26/11/2023|Universidad|karen.vera.flores@empresa.ec
0132504309|jose navarro moreno|56.0|159.0|124.1|f|480.0|Cuenca|Apr 23, 2024|Secundaria|jose.navarro.moreno@gmail.com
0103043311|Melanie Suárez Acosta|36.0|158.7|147.8|M|480.0|Cuenca|23/07/2025|Universidad|melanie.suarez.acosta@yahoo.com
0120786892001|Isabela Molina Delgado|27.0|172.0|172.7|m|489.57|Cuenca|2023-07-07|Universidad|
0136999984|paola rojas arévalo|31.0|173.1|148.1|f|796.14|Cuenca|2025-02-21|Universidad|
0114793417|Cristian Salazar Vera|31.0|177.7|176.0|F|528.83|Cuenca|2025-04-28|Secundaria|cristian.salazar.vera@empresa.ec
0133081893|Bryan Herrera Castro|31.0|180.6|186.4|M|480.0|Cuenca|2025-09-24|Secundaria|
0139215289|Diana Mendoza Moreno|37.0|166.9|137.6|f|918.78|Cuenca|2023-02-22|Universidad|
0108257692|Karen Herrera López|37.0|163.1|146.1|f|803.18|Cuenca|2025-11-21|Universidad|karen.herrera.lopez@hotmail.com
0128149598|kevin quintero silva|37.0|184.7|167.5|F|581.88|Cuenca|03/03/2024|Secundaria|kevin.quintero.silva@hotmail.com
0119902112|adriana garcía delgado|32.0|166.3|164.9|m|913.06|Cuenca|May 06, 2023|Universidad|adriana.garcia.delgado@hotmail.com
0122680374| Kevin Espinoza Bravo |53.0|175.2|165.9|m|820.43|Cuenca|2025-09-08|Secundaria|kevin.espinoza.bravo@empresa.ec
0145195913|MIGUEL TAPIA NAVARRO|39.0|177.0|168.8|m|610.35|Cuenca|2024-10-23|Secundaria|
0131112559|cristian acosta tapia|33.0|169.2|148.2|f|480.0|Cuenca|2023-06-10|Universidad| cristian.acosta.tapia@empresa.ec 
0156763765|Elena Tapia Carrillo|35.0|164.0|153.9|F|614.92|Cuenca|2024-12-13|Universidad|
0126569730|FERNANDA VERA CARRILLO|29.0|176.7|172.5|m|693.7|Cuenca|Feb 13, 2026|Secundaria|fernanda.vera.carrillo@yahoo.com
0158064675|María Cruz Espinoza|28.0|178.8|195.9|m|852.64|Cuenca|Nov 17, 2023|Secundaria| maria.cruz.espinoza@empresa.ec 
0128990652|Esteban Suárez Quintero|37.0|169.3|154.8|M|480.0|Cuenca|2024-02-26|Primaria|
0103007670001| alejandra zambrano paredes |34.0|156.1|128.1|f|579.39|Cuenca|Nov 15, 2025|Universidad|
0137528477001|LUIS CASTRO LOOR|28.0|174.0|161.9|m|537.08|Cuenca|Apr 17, 2023|Universidad|luis.castro.loor@yahoo.com
0152627691| Esteban Quintero Alvarado ||175.9|176.3|F|1524.88|Cuenca|2025-08-30|Maestria|esteban.quintero.alvarado@hotmail.com
0115232019|Kevin Ortega Salazar|29.0|178.4|182.4|M|718.42|Cuenca||Secundaria|
0115546384|Mateo Flores Mera|34.0|175.4|156.5|m|1351.7|Cuenca|2025-07-29|Universidad|mateo.flores.mera@gmail.com
0130636780001|Pedro Paredes López|35.0|172.7|165.5|m|480.0|Cuenca|16/06/2025|Secundaria|
0156383481001|andrés silva villacís|29.0|168.1|150.2|F|489.96|Cuenca|2024-09-08|Universidad|
0110533932|maría romero chávez|33.0|167.5|147.4|m|694.82|Cuenca|2024-08-08|Secundaria|maria.romero.chavez@yahoo.com
0156486698|PAOLA  CARRILLO  CRUZ|29.0|167.5|126.3|f|1189.32|Cuenca|2025-12-15|Universidad|
0120312475|Fernanda  Reyes  Castro|44.0|176.6|175.8|m|790.11|Cuenca|23/02/2025|Tecnico|
0124591363|Andrea Silva Arévalo|38.0|167.2|142.3|F|480.0|Cuenca||Universidad|
0134723550|NICOLE MORENO BENÍTEZ|44.0|160.0|133.3|f|480.0|Cuenca|23/09/2025|Secundaria|NICOLE.MORENO.BENITEZ@OUTLOOK.COM
0126486729|Alejandro Carrillo Zambrano|60.0|172.5|164.2|m|793.88|Cuenca|2026-01-27|Universidad|
0123774135|fernanda bravo jiménez|32.0|172.3|168.2|m|526.58|Cuenca|Mar 18, 2023|Tecnico|fernanda.bravo.jimenez@yahoo.com
0123235814|carlos bravo suárez|48.0|171.7|180.8|m|480.0|Cuenca||Secundaria|
0110154937|bryan herrera sanchez|42.0|160.1|121.1|f|489.63|Cuenca|2025-11-08|Universidad|
0144130424|Melanie Peña Cedeño|33.0|169.8|181.5|f|808.08|Cuenca|2026-02-06|Universidad|melanie.pena.cedeno@outlook.com
0153800917001|Alejandro Herrera García|39.0|158.6|129.3|F|1496.13|Cuenca|Apr 17, 2025|Maestria|alejandro.herrera.garcia@outlook.com
0140861527001|CARMEN ROMERO VILLACÍS|28.0|168.8|158.8|m|556.91|Cuenca|11/10/2023|Secundaria|carmen.romero.villacis@gmail.com
0138052394| Ricardo Rodriguez Zambrano |35.0|156.6|137.3|m|480.0|Cuenca|29/03/2024|Secundaria|ricardo.rodriguez.zambrano@hotmail.com
0113440051|david  molina  jiménez|33.0|154.2|95.0|f|1300.8|Cuenca|2025-12-09|Universidad|david.molina.jimenez@empresa.ec
0107235400001|Jorge Paredes Reyes||170.7|181.6|m|1767.3|Cuenca|2025-11-09|Secundaria|jorge.paredes.reyes@outlook.com
0126027937| ALEJANDRO SUÁREZ JIMÉNEZ |31.0|172.0|150.0|F|1220.26|Cuenca|2023-12-19|Universidad|
0105121925|Bryan Alvarado Valencia|44.0|170.3|153.1|m|1202.77|Cuenca|2023-06-08|Universidad|
0129865291|gabriela cedeño cornejo|31.0|155.4|98.5|F|1061.14|Cuenca|04/11/2025|Universidad|
0156582983001|Sofía  Benítez  Acosta|27.0|179.4|187.2|m|1354.91|Cuenca|2025-01-26|Secundaria|sofia.benitez.acosta@empresa.ec
0144087442001|SOFÍA SOLÍS REYES|34.0|168.2|156.6|M|548.57|Cuenca|2024-09-09|Primaria|
0122093933|Carlos Salazar Chávez|27.0|166.1|144.2|f|905.06|Cuenca|08/03/2024|Universidad|carlos.salazar.chavez@hotmail.com
0124039272|ADRIANA ROJAS TORRES|33.0|171.7|154.5|m|588.49|Cuenca|2023-12-25|Secundaria|
0156702342|Daniel Mera Carrillo|39.0|167.4|168.1|m|684.05|Cuenca|11/11/2024|Tecnico|daniel.mera.carrillo@hotmail.com
0107437907001|CARLOS VALENCIA ARÉVALO|35.0|166.2|167.6|F|480.0|Cuenca||Universidad|
0128898764001|Cristian Romero Peña|37.0|158.0|110.6|f|515.96|Cuenca|2024-04-20|Secundaria|cristian.romero.pena@outlook.com
0158119834| MATEO ROMERO CRUZ |29.0|166.4|155.9|F|480.0|Cuenca|24/08/2023|Secundaria|
0144163383|fernanda sanchez mera||169.0|138.3|F|524.7|Cuenca|2024-10-26|Secundaria|
0100727221| NATALIA CRUZ CORNEJO|46.0|185.8|197.2|M|541.13|Cuenca|2023-01-19|Secundaria|.natalia.cruz.cornejo@empresa.ec
