identificacion,nombre,edad,altura_cm,peso_lb,sexo,salario,ciudad,fecha_registro,nivel_educacion,email,nombre_clean
122294762,adriana villamar moreno,39.0,180.1,188.7,M,480.0,Cuenca,2023-10-27,Universidad,adriana.villamar.moreno@empresa.ec,Adriana Villamar Moreno
924678071,alejandro rodriguez mendoza,38.0,188.3,205.1,M,1408.99,Guayaquil,2025-10-12,Universidad,,Alejandro Rodriguez Mendoza
1314361393,SAMUEL PEÑA GUERRERO,43.0,172.6,165.3,M,630.76,Manta,03/03/2023,Universidad,samuel.pena.guerrero@yahoo.com,Samuel Peña Guerrero
1857126153,Luis García Mendoza,38.0,180.9,201.6,M,1444.24,Ambato,02/08/2025,Universidad,,Luis García Mendoza
1110139548,  Isabela  Rojas  Chávez  ,37.0,156.2,116.4,F,654.3,Loja,2024-08-11,Tecnico, isabela.rojas.chavez@outlook.com ,Isabela  Rojas  Chávez
127134922001,Samuel Romero Zambrano,35.0,163.7,144.5,F,586.03,Cuenca,2023-06-22,Tecnico,samuel.romero.zambrano@yahoo.com,Samuel Romero Zambrano
1708430010,Diego Villacís Zambrano,42.0,163.3,128.6,F,626.04,Quito,11/06/2023,Secundaria,diego.villacis.zambrano@yahoo.com,Diego Villacís Zambrano
120614052,Elena  Moreno  Rodriguez,38.0,173.1,164.1,M,1036.18,Cuenca,2024-09-23,Maestria,,Elena  Moreno  Rodriguez
1141487130,Karen Carrillo Vera,41.0,151.1,98.7,F,754.28,Loja,01/09/2023,Universidad, karen.carrillo.vera@gmail.com ,Karen Carrillo Vera
931243489,ANDREA REYES NAVARRO,41.0,162.9,140.5,F,480.0,Guayaquil,11/03/2023,Tecnico,andrea.reyes.navarro@hotmail.com,Andrea Reyes Navarro
918799602,Vanessa Carrillo Villamar,40.0,157.7,148.2,F,815.15,Guayaquil,2025-09-23,Universidad,VANESSA.CARRILLO.VILLAMAR@OUTLOOK.COM,Vanessa Carrillo Villamar
104236443,Gustavo Solís Chávez,37.0,171.3,185.2,M,568.12,Cuenca,11/07/2025,Universidad,gustavo.solis.chavez@empresa.ec,Gustavo Solís Chávez
913631271, Sebastián Rojas Moreno ,54.0,177.8,192.5,M,781.34,Guayaquil,2023-05-06,Maestria,,Sebastián Rojas Moreno
1349060416,Luis  García  Rojas,43.0,171.3,173.1,M,1043.33,Portoviejo,17/01/2026,Universidad,,Luis  García  Rojas
903166296,  Ana  Moreno  López  ,32.0,157.0,106.3,F,1377.59,Guayaquil,,Secundaria, ana.moreno.lopez@hotmail.com ,Ana  Moreno  López
1138912314,mateo alvarado valencia,37.0,169.3,140.2,M,1100.25,Loja,2023-08-31,Universidad,mateo.alvarado.valencia@hotmail.com,Mateo Alvarado Valencia
944093046,PEDRO SUÁREZ BRAVO,35.0,168.2,144.3,F,480.0,Guayaquil,2024-01-24,Tecnico,pedro.suarez.bravo@outlook.com,Pedro Suárez Bravo
124729005,Sebastián Chávez Molina,43.0,169.1,170.7,M,1023.59,Cuenca,2025-05-09,Universidad,,Sebastián Chávez Molina
649647286,luis  arévalo  quintero,35.0,157.6,109.4,F,854.49,Riobamba,2024-07-11,Universidad,,Luis  Arévalo  Quintero
127357598,CAMILA SUÁREZ ALVARADO,30.0,183.0,194.0,M,950.41,Cuenca,2025-11-14,Secundaria,camila.suarez.alvarado@yahoo.com,Camila Suárez Alvarado
1714629100,Samuel López Mera,36.0,172.3,185.0,M,690.0,Quito,2024-12-14,Tecnico,,Samuel López Mera
1349604890,Gustavo Castro Jiménez,26.0,177.3,176.8,M,480.0,Portoviejo,2024-06-28,Universidad,gustavo.castro.jimenez@hotmail.com,Gustavo Castro Jiménez
1702650449,GUSTAVO CASTRO MENDOZA,32.0,171.5,154.3,F,2315.99,Quito,12/09/2024,Universidad,gustavo.castro.mendoza@gmail.com,Gustavo Castro Mendoza
111139226,Paola Romero Romero,38.0,172.7,144.2,F,480.0,Cuenca,2024-09-18,Universidad,paola.romero.romero@hotmail.com,Paola Romero Romero
1131388611, Bryan Paredes Bravo ,32.0,182.0,177.7,M,480.0,Loja,03/09/2025,Universidad,bryan.paredes.bravo@gmail.com,Bryan Paredes Bravo
914378278,david delgado suárez,45.0,174.5,168.0,M,480.0,Guayaquil,2024-06-12,Secundaria,,David Delgado Suárez
1233436789001, PEDRO SUÁREZ MENDOZA ,45.0,165.7,168.5,M,480.0,Quevedo,10/02/2024,Universidad,,Pedro Suárez Mendoza
1819485580,Camila Cedeño Romero,36.0,160.4,116.7,F,1175.02,Ambato,2024-04-01,Secundaria,camila.cedeno.romero@outlook.com,Camila Cedeño Romero
948530704,Juan Paredes Vera,33.0,166.7,150.6,F,940.57,Guayaquil,16/08/2023,Universidad,,Juan Paredes Vera
1721190146, Pedro Sanchez Espinoza ,28.0,168.1,138.3,F,480.0,Quito,2023-12-09,Secundaria,pedro.sanchez.espinoza@empresa.ec,Pedro Sanchez Espinoza
1236488969,CARLA GUERRERO QUINTERO,32.0,166.3,154.9,F,480.0,Quevedo,2025-09-03,Universidad,,Carla Guerrero Quintero
901074294, Ricardo Cedeño Loor ,26.0,179.4,196.3,M,824.77,Guayaquil,"Sep 13, 2025",Primaria,,Ricardo Cedeño Loor
910379049,Gustavo García Vera,31.0,163.0,138.1,F,512.31,Guayaquil,2024-06-12,Secundaria,gustavo.garcia.vera@yahoo.com,Gustavo García Vera
145323309,Gustavo Cornejo Castro,33.0,163.4,131.6,F,560.64,Cuenca,2023-04-08,Secundaria,,Gustavo Cornejo Castro
1848543763,melanie villamar cruz,34.0,179.2,165.4,M,702.8,Ambato,"Apr 06, 2024",Maestria,,Melanie Villamar Cruz
847242369, Gustavo Solís Castro ,33.0,169.0,142.3,F,829.58,Esmeraldas,2024-02-27,Primaria,,Gustavo Solís Castro
126136621, natalia peña loor,34.0,175.2,140.2,M,540.67,Cuenca,2023-05-12,Universidad,.NATALIA.PENA.LOOR@GMAIL.COM,Natalia Peña Loor
136533460, DAVID SILVA CRUZ ,37.0,171.2,159.8,M,551.26,Cuenca,2024-07-29,Universidad,david.silva.cruz@hotmail.com,David Silva Cruz
933838195,Isabela Bravo Molina,34.0,181.4,197.7,M,929.56,Guayaquil,2024-12-16,Universidad,ISABELA.BRAVO.MOLINA@HOTMAIL.COM,Isabela Bravo Molina
110219318,Lucía Suárez Moreno,38.0,169.5,152.2,M,604.14,Cuenca,,Secundaria,,Lucía Suárez Moreno
1704961489,VALERIA CHÁVEZ REYES,24.0,180.1,198.5,M,1001.89,Quito,2024-12-23,Tecnico,VALERIA.CHAVEZ.REYES@OUTLOOK.COM,Valeria Chávez Reyes
2351409160,Sofía Peña Cedeño,41.0,160.3,108.5,F,480.0,Santo Domingo,07/01/2023,Tecnico,,Sofía Peña Cedeño
909180689,samuel cedeño espinoza,32.0,158.7,115.4,F,762.42,Guayaquil,2023-03-13,Maestria,samuel.cedeno.espinoza@empresa.ec,Samuel Cedeño Espinoza
117767301,Carla  Solís  Mendoza,31.0,168.8,156.3,M,701.31,Cuenca,06/07/2023,Universidad,carla.solis.mendoza@yahoo.com,Carla  Solís  Mendoza
139379820001, Samuel Espinoza Herrera ,34.0,163.7,129.2,F,480.0,Cuenca,03/12/2024,Universidad,samuel.espinoza.herrera@yahoo.com,Samuel Espinoza Herrera
122955545,vanessa  alvarado  quintero,34.0,192.6,210.8,M,480.0,Cuenca,24/06/2023,Secundaria,,Vanessa  Alvarado  Quintero
906889639001,Daniel  Villamar  Solís,34.0,166.5,138.8,F,480.0,Guayaquil,28/05/2024,Primaria,,Daniel  Villamar  Solís
1223669712001,Miguel Moreno Tapia,45.0,162.9,157.1,F,480.0,Quevedo,2024-08-06,Tecnico,,Miguel Moreno Tapia
942028200,Carlos Flores Suárez,34.0,174.7,171.0,M,504.39,Guayaquil,2023-04-02,Universidad,carlos.flores.suarez@gmail.com,Carlos Flores Suárez
2401215633,Mateo Vera Guerrero,41.0,152.2,126.2,F,480.0,Salinas,2025-06-10,Secundaria,mateo.vera.guerrero@empresa.ec,Mateo Vera Guerrero
1718679663, Natalia Herrera Jiménez,31.0,181.9,192.9,M,735.8,Quito,2025-12-03,Secundaria,.natalia.herrera.jimenez@outlook.com,Natalia Herrera Jiménez
1752583458,VANESSA LOOR ROJAS,31.0,161.7,135.4,F,865.75,Quito,27/04/2023,Secundaria, vanessa.loor.rojas@outlook.com ,Vanessa Loor Rojas
958138968, ANA VERA TORRES ,39.0,179.2,164.9,M,582.3,Guayaquil,,Universidad,ana.vera.torres@empresa.ec,Ana Vera Torres
1708618895001,Jose Villamar Tapia,28.0,173.2,164.4,F,767.94,Quito,2023-05-31,Secundaria,jose.villamar.tapia@hotmail.com,Jose Villamar Tapia
1356321206,Melanie Delgado Castro,39.0,171.5,157.8,M,868.31,Manta,,Universidad,melanie.delgado.castro@hotmail.com,Melanie Delgado Castro
114910953,ANDREA  QUINTERO  ROJAS,50.0,174.8,177.9,F,480.0,Cuenca,2023-06-06,Secundaria,andrea.quintero.rojas@gmail.com,Andrea  Quintero  Rojas
140695099001,isabela reyes rodriguez,,170.5,139.0,F,480.0,Cuenca,06/01/2026,Secundaria,isabela.reyes.rodriguez@gmail.com,Isabela Reyes Rodriguez
1309890067,esteban loor suárez,35.0,181.1,201.6,M,480.0,Manta,2023-07-17,Tecnico,ESTEBAN.LOOR.SUAREZ@YAHOO.COM,Esteban Loor Suárez
1309036927,Paola Cedeño Espinoza,30.0,170.8,168.6,M,517.72,Manta,"Jun 17, 2023",Universidad,,Paola Cedeño Espinoza
902348804,Vanessa Castro Loor,37.0,160.9,122.2,F,1024.71,Guayaquil,11/01/2024,Universidad,,Vanessa Castro Loor
1342878574,david tapia salazar,28.0,170.4,172.1,F,733.23,Portoviejo,2025-06-28,Universidad,DAVID.TAPIA.SALAZAR@HOTMAIL.COM,David Tapia Salazar
2341663066,FERNANDA  SANCHEZ  CEDEÑO,38.0,168.1,159.4,F,480.0,Santo Domingo,2023-02-03,Tecnico,FERNANDA.SANCHEZ.CEDENO@OUTLOOK.COM,Fernanda  Sanchez  Cedeño
1747905287001,bryan zambrano castro,29.0,172.1,152.2,F,511.89,Quito,2024-03-09,Tecnico,bryan.zambrano.castro@empresa.ec,Bryan Zambrano Castro
1742469990,Paola  Cornejo  Reyes,33.0,152.3,105.5,F,975.42,Quito,2023-04-14,Primaria,paola.cornejo.reyes@hotmail.com,Paola  Cornejo  Reyes
1821378385001,BRYAN NAVARRO FLORES,36.0,186.9,207.2,M,480.0,Ambato,2025-04-21,Secundaria,bryan.navarro.flores@empresa.ec,Bryan Navarro Flores
109659102,Cristian Bravo Mera,50.0,165.5,154.4,M,480.0,Cuenca,,Secundaria,cristian.bravo.mera@outlook.com,Cristian Bravo Mera
2354475366001,Valeria Ortega Arévalo,34.0,160.6,105.2,F,1326.86,Santo Domingo,2025-03-21,Maestria,,Valeria Ortega Arévalo
1731070429001,gustavo quintero alvarado,35.0,175.3,174.0,M,1823.65,Quito,"Oct 29, 2024",Maestria,,Gustavo Quintero Alvarado
129972360001,Juan Espinoza Delgado,30.0,184.4,203.8,M,1273.36,Cuenca,2024-02-07,Tecnico,juan.espinoza.delgado@gmail.com,Juan Espinoza Delgado
1715073803,Jose Mera Rodriguez,33.0,167.3,129.8,M,480.0,Quito,2024-07-27,Universidad,,Jose Mera Rodriguez
941996902,luis chávez suárez,34.0,153.8,136.4,M,697.82,Guayaquil,,Maestria,luis.chavez.suarez@yahoo.com,Luis Chávez Suárez
1314425727,Valeria Mendoza Mendoza,31.0,178.9,194.7,M,480.0,Manta,2025-11-30,Universidad,valeria.mendoza.mendoza@empresa.ec,Valeria Mendoza Mendoza
1215035609,Kevin Villamar López,36.0,163.4,126.0,F,480.0,Quevedo,2023-04-19,Universidad,kevin.villamar.lopez@yahoo.com,Kevin Villamar López
1113916173,Alejandro Villamar García,47.0,165.9,141.6,F,575.93,Loja,08/04/2023,Secundaria,,Alejandro Villamar García
903031425001,Ana Mendoza Sanchez,40.0,179.8,175.1,M,481.08,Guayaquil,21/12/2024,Universidad,,Ana Mendoza Sanchez
959536848,Pedro Tapia García,33.0,161.6,152.4,M,588.33,Guayaquil,12/02/2026,Maestria,,Pedro Tapia García
150029049,David Silva Alvarado,36.0,175.3,188.4,M,480.0,Cuenca,2025-11-20,Universidad,,David Silva Alvarado
902138148,juan chávez solís,46.0,165.5,135.1,F,480.0,Guayaquil,2024-12-05,Universidad,,Juan Chávez Solís
910220797,Andrés Jiménez Romero,30.0,168.3,153.6,M,1012.44,Guayaquil,2025-08-01,Tecnico,andres.jimenez.romero@outlook.com,Andrés Jiménez Romero
1729452951001,Carla Loor Bravo,26.0,164.1,135.2,F,689.8,Quito,"Nov 22, 2024",Universidad,carla.loor.bravo@outlook.com,Carla Loor Bravo
1824591851,KEVIN VILLAMAR RODRIGUEZ,44.0,,133.2,M,949.71,Ambato,2023-08-19,Primaria,,Kevin Villamar Rodriguez
959461864001,gabriela ortega suárez,31.0,171.6,169.3,F,1163.04,Guayaquil,2023-01-30,Secundaria,,Gabriela Ortega Suárez
945634814,Gabriela  Romero  Cruz,44.0,193.2,207.1,M,1216.0,Guayaquil,02/01/2025,Tecnico,,Gabriela  Romero  Cruz
1703225308,Juan Carrillo Bravo,31.0,158.2,108.8,F,603.0,Quito,2023-09-30,Universidad,juan.carrillo.bravo@outlook.com,Juan Carrillo Bravo
943169722,andrea villamar lópez,39.0,162.8,112.2,F,480.0,Guayaquil,2024-10-24,Secundaria,,Andrea Villamar López
921583654001,MATEO ROMERO MOLINA,34.0,,151.1,M,480.0,Guayaquil,2025-07-18,Universidad,mateo.romero.molina@hotmail.com,Mateo Romero Molina
922511761,TATIANA SUÁREZ TORRES,38.0,180.0,153.4,M,480.0,Guayaquil,2025-10-27,Tecnico,,Tatiana Suárez Torres
124320821,Pedro  Silva  Mera,34.0,180.8,184.8,M,775.81,Cuenca,"Nov 30, 2024",Primaria,,Pedro  Silva  Mera
919270579,sofía reyes molina,41.0,175.8,161.6,M,742.2,Guayaquil,2025-07-25,Secundaria,,Sofía Reyes Molina
945207926001,Lucía Sanchez Chávez,33.0,,136.3,F,804.36,Guayaquil,2023-10-22,Tecnico,lucia.sanchez.chavez@hotmail.com,Lucía Sanchez Chávez
903881704, Luis Vera Flores ,36.0,159.3,150.3,M,671.92,Guayaquil,"Oct 25, 2023",Tecnico,luis.vera.flores@outlook.com,Luis Vera Flores
115739815,NICOLE MERA SOLÍS,36.0,168.3,125.7,F,509.33,Cuenca,2023-03-16,Secundaria,nicole.mera.solis@empresa.ec,Nicole Mera Solís
747293215001,Elena Salazar Zambrano,37.0,179.0,196.9,M,480.0,Machala,2025-09-13,Tecnico,elena.salazar.zambrano@gmail.com,Elena Salazar Zambrano
936424381,Samuel Moreno Tapia,32.0,186.8,206.9,M,480.0,Guayaquil,"Aug 16, 2025",Secundaria,samuel.moreno.tapia@gmail.com,Samuel Moreno Tapia
1043651049,Paola Guerrero Solís,38.0,178.1,157.9,M,480.0,Ibarra,,Secundaria,paola.guerrero.solis@empresa.ec,Paola Guerrero Solís
1707675326,miguel rojas castro,33.0,156.6,122.4,F,692.31,Quito,2024-04-29,Primaria,miguel.rojas.castro@yahoo.com,Miguel Rojas Castro
1314844448,CARLA GARCÍA ESPINOZA,55.0,188.1,192.3,M,1408.07,Manta,2025-10-26,Secundaria,,Carla García Espinoza
1339677724, melanie molina villamar ,28.0,164.1,141.0,F,2823.56,Portoviejo,08/12/2025,Tecnico,melanie.molina.villamar@outlook.com,Melanie Molina Villamar
952304087,Luis Tapia Jiménez,36.0,185.4,219.2,M,1231.46,Guayaquil,2024-01-31,Maestria,,Luis Tapia Jiménez
1734538752,Gustavo Mendoza Rojas,44.0,177.5,174.0,F,480.0,Quito,,Tecnico,gustavo.mendoza.rojas@hotmail.com,Gustavo Mendoza Rojas
943981803,Jorge Paredes Torres,32.0,174.8,166.3,F,699.67,Guayaquil,28/09/2025,Tecnico,,Jorge Paredes Torres
1240362895,Jose Villamar Moreno,38.0,180.0,175.4,M,821.55,Quevedo,14/06/2025,Tecnico,,Jose Villamar Moreno
1741457020,Jose Villacís Cruz,36.0,181.8,165.1,F,1011.84,Quito,29/03/2023,Universidad,,Jose Villacís Cruz
1728564772,jose solís sanchez,36.0,182.3,164.8,M,480.0,Quito,29/05/2024,Universidad,,Jose Solís Sanchez
836940528,Bryan  Sanchez  Rodriguez,53.0,,199.3,M,1474.87,Esmeraldas,2025-03-25,Maestria,bryan.sanchez.rodriguez@outlook.com,Bryan  Sanchez  Rodriguez
1740819444,Cristian Vera Herrera,42.0,166.8,160.3,F,480.0,Quito,2025-09-28,Secundaria,,Cristian Vera Herrera
950112664001,jose jiménez silva,46.0,160.1,102.0,F,480.0,Guayaquil,2023-06-18,Universidad,jose.jimenez.silva@yahoo.com,Jose Jiménez Silva
959171190001,luis valencia lópez,52.0,181.0,192.7,M,1227.78,Guayaquil,2025-11-18,Universidad,luis.valencia.lopez@yahoo.com,Luis Valencia López
909177008,Gabriela  Guerrero  Mendoza,46.0,177.0,175.8,M,631.55,Guayaquil,"May 21, 2024",Universidad,,Gabriela  Guerrero  Mendoza
118515576001, samuel cedeño acosta ,37.0,147.9,95.0,F,547.11,Cuenca,2025-08-12,Maestria,samuel.cedeno.acosta@hotmail.com,Samuel Cedeño Acosta
2416751705,ana lópez valencia,35.0,165.6,178.2,M,803.7,Salinas,16/08/2023,Universidad,ana.lopez.valencia@empresa.ec,Ana López Valencia
134112598001,sofía romero tapia,41.0,167.3,159.7,M,480.0,Cuenca,23/06/2024,Universidad,sofia.romero.tapia@gmail.com,Sofía Romero Tapia
121240295,luis reyes moreno,27.0,157.8,137.0,F,480.0,Cuenca,"Aug 05, 2024",Universidad,,Luis Reyes Moreno
748165271,Pedro Suárez Cedeño,32.0,165.9,150.1,M,960.04,Machala,06/09/2023,Secundaria,pedro.suarez.cedeno@gmail.com,Pedro Suárez Cedeño
1345989832001,Carmen Castro Mendoza,34.0,174.3,146.2,M,480.0,Portoviejo,"Feb 13, 2024",Secundaria,carmen.castro.mendoza@empresa.ec,Carmen Castro Mendoza
111837886001,Tatiana  Mendoza  Solís,32.0,164.0,129.1,F,480.0,Cuenca,2024-10-08,Secundaria,,Tatiana  Mendoza  Solís
1214293191,Ana García Reyes,29.0,169.7,125.7,F,788.9,Quevedo,2024-05-14,Tecnico,,Ana García Reyes
1755498662001,Daniel García Cruz,28.0,186.5,207.7,M,486.33,Quito,12/05/2025,Tecnico,daniel.garcia.cruz@hotmail.com,Daniel García Cruz
1324257110,Melanie Reyes Moreno,34.0,151.2,110.0,F,767.28,Portoviejo,,Secundaria,melanie.reyes.moreno@hotmail.com,Melanie Reyes Moreno
753922665,  DIANA  REYES  LOOR  ,52.0,170.5,157.8,F,1068.05,Machala,"Jan 03, 2026",Secundaria,diana.reyes.loor@hotmail.com,Diana  Reyes  Loor
1703513133001,DIANA TAPIA MERA,32.0,167.2,131.1,M,770.4,Quito,"Mar 18, 2025",Secundaria,diana.tapia.mera@empresa.ec,Diana Tapia Mera
633757448,samuel  cedeño  villamar,27.0,171.4,138.0,M,580.54,Riobamba,2023-12-08,Tecnico,,Samuel  Cedeño  Villamar
106379266,MIGUEL QUINTERO BENÍTEZ,41.0,163.1,139.4,F,1654.07,Cuenca,"Nov 15, 2025",Maestria,,Miguel Quintero Benítez
2402437038,María Flores Castro,27.0,161.2,129.9,F,639.64,Salinas,2023-06-11,Secundaria,maria.flores.castro@yahoo.com,María Flores Castro
1116458488,ana rojas espinoza,35.0,172.9,189.9,M,507.59,Loja,2024-01-19,Primaria,,Ana Rojas Espinoza
1808705824,andrés tapia alvarado,40.0,170.3,152.5,F,480.0,Ambato,02/04/2023,Secundaria,andres.tapia.alvarado@outlook.com,Andrés Tapia Alvarado
908452188001,carlos salazar vera,37.0,183.3,167.6,M,480.0,Guayaquil,2024-11-07,Maestria,carlos.salazar.vera@empresa.ec,Carlos Salazar Vera
1351239700, Natalia Mera Solís,33.0,170.0,156.6,M,616.96,Manta,2025-06-21,Secundaria,,Natalia Mera Solís
907969018,GABRIELA SILVA TAPIA,,171.6,172.4,M,1091.29,Guayaquil,2024-09-26,Universidad,,Gabriela Silva Tapia
112946751001,CRISTIAN MORENO DELGADO,44.0,182.0,202.7,M,530.8,Cuenca,2023-06-27,Universidad,cristian.moreno.delgado@empresa.ec,Cristian Moreno Delgado
914400635,gabriela  salazar  silva,40.0,185.2,212.1,M,622.27,Guayaquil,,Maestria,,Gabriela  Salazar  Silva
2403815869,Adriana Mera Navarro,39.0,174.5,175.1,M,480.0,Salinas,22/04/2025,Secundaria,,Adriana Mera Navarro
649154093001,Carmen Suárez Suárez,38.0,180.7,168.7,M,2241.38,Riobamba,2024-09-29,Tecnico,carmen.suarez.suarez@gmail.com,Carmen Suárez Suárez
922971353,Samuel Rojas Delgado,30.0,165.9,142.8,F,480.0,Guayaquil,15/03/2025,Tecnico,,Samuel Rojas Delgado
130001761,Ricardo Paredes Mera,35.0,179.2,208.9,M,855.09,Cuenca,2023-07-11,Universidad,,Ricardo Paredes Mera
916382104,carlos benítez molina,31.0,180.4,184.3,M,1035.83,Guayaquil,14/10/2023,Universidad,,Carlos Benítez Molina
942211608,Alejandra Carrillo Espinoza,32.0,159.5,135.2,F,1160.99,Guayaquil,"Jun 27, 2025",Maestria,,Alejandra Carrillo Espinoza
733318448,Diana Torres Salazar,34.0,175.2,179.0,M,1358.4,Machala,10/07/2025,Universidad,diana.torres.salazar@hotmail.com,Diana Torres Salazar
911143279,Jorge Villacís Bravo,49.0,167.2,138.6,F,625.66,Guayaquil,,Tecnico,jorge.villacis.bravo@empresa.ec,Jorge Villacís Bravo
134752450,Daniel Zambrano Carrillo,41.0,184.7,195.0,M,1043.38,Cuenca,19/01/2023,Maestria,,Daniel Zambrano Carrillo
1713806956,alejandro torres guerrero,42.0,168.0,165.9,M,565.68,Quito,"Jul 02, 2025",Primaria,,Alejandro Torres Guerrero
1355988187,david suárez garcía,26.0,171.4,171.1,M,480.0,Portoviejo,"Apr 24, 2025",Primaria,david.suarez.garcia@hotmail.com,David Suárez García
942607268,Javier Mendoza Arévalo,34.0,178.3,153.0,F,1508.43,Guayaquil,2024-12-12,Tecnico,javier.mendoza.arevalo@hotmail.com,Javier Mendoza Arévalo
943245167,Daniel  Peña  López,33.0,171.2,158.1,F,480.0,Guayaquil,06/11/2025,Maestria,daniel.pena.lopez@empresa.ec,Daniel  Peña  López
753367507,andrés torres villacís,39.0,167.0,149.2,M,480.0,Machala,20/05/2023,Secundaria,,Andrés Torres Villacís
150531762001,Isabela Loor Peña,34.0,160.4,135.0,F,1126.05,Cuenca,16/01/2026,Universidad,isabela.loor.pena@hotmail.com,Isabela Loor Peña
1721430930,Esteban Bravo Loor,30.0,169.4,131.9,F,480.0,Quito,2023-04-03,Tecnico,,Esteban Bravo Loor
157481664,carlos ortega reyes,38.0,169.7,132.0,F,1115.64,Cuenca,,Tecnico,carlos.ortega.reyes@empresa.ec,Carlos Ortega Reyes
1340410347,Javier Herrera Zambrano,35.0,184.8,207.3,M,948.1,Manta,2023-12-01,Universidad, javier.herrera.zambrano@empresa.ec ,Javier Herrera Zambrano
924767452, maría loor alvarado ,33.0,179.2,190.2,M,480.0,Guayaquil,2023-12-01,Secundaria,maria.loor.alvarado@gmail.com,María Loor Alvarado
1729697852001,CAMILA VERA ARÉVALO,40.0,166.2,143.1,F,480.0,Quito,2025-10-05,Secundaria,,Camila Vera Arévalo
928672724,Andrés Jiménez Arévalo,28.0,154.2,124.7,F,906.7,Guayaquil,2023-11-19,Secundaria,,Andrés Jiménez Arévalo
1756370746, Juan García Carrillo ,27.0,171.4,164.3,F,480.0,Quito,2026-01-15,Primaria,,Juan García Carrillo
1057547158001,Alejandra Vera Torres,53.0,,152.2,F,480.0,Ibarra,2024-03-29,Universidad,alejandra.vera.torres@outlook.com,Alejandra Vera Torres
1755676382,esteban  molina  mendoza,35.0,188.5,193.3,M,1319.49,Quito,"Oct 10, 2023",Tecnico,esteban.molina.mendoza@empresa.ec,Esteban  Molina  Mendoza
1818037556,Alejandro Delgado Rodriguez,44.0,173.6,173.3,M,1314.44,Ambato,2025-06-11,Tecnico,alejandro.delgado.rodriguez@yahoo.com,Alejandro Delgado Rodriguez
609730395,Mateo Paredes Quintero,47.0,162.6,118.8,F,1720.6,Riobamba,,Universidad,,Mateo Paredes Quintero
949457832,Ricardo Villacís Espinoza,31.0,165.9,140.9,F,480.0,Guayaquil,2024-12-20,Secundaria,ricardo.villacis.espinoza@empresa.ec,Ricardo Villacís Espinoza
1138251614, vanessa mera sanchez ,31.0,173.6,176.8,M,480.0,Loja,2024-11-19,Secundaria,,Vanessa Mera Sanchez
156211435,Mateo Acosta Ortega,34.0,185.1,195.3,M,1770.15,Cuenca,"Jul 20, 2023",Tecnico,,Mateo Acosta Ortega
927149880,valeria navarro chávez,59.0,181.7,197.7,M,543.17,Guayaquil,2023-01-10,Universidad,,Valeria Navarro Chávez
1739589859,esteban bravo salazar,35.0,175.0,156.5,F,1415.76,Quito,2025-03-18,Universidad,esteban.bravo.salazar@empresa.ec,Esteban Bravo Salazar
1713129367,JORGE SALAZAR CRUZ,38.0,163.5,138.7,F,554.51,Quito,2024-10-01,Tecnico,jorge.salazar.cruz@yahoo.com,Jorge Salazar Cruz
109252353001,Javier Villacís Quintero,33.0,186.8,197.2,M,480.0,Cuenca,2024-06-28,Secundaria,javier.villacis.quintero@hotmail.com,Javier Villacís Quintero
1049512658001,Melanie  Molina  Molina,34.0,181.9,188.0,M,480.0,Ibarra,21/05/2025,Universidad,,Melanie  Molina  Molina
1703100659, Natalia Chávez Navarro,37.0,184.1,196.2,M,3065.18,Quito,2024-01-05,Universidad,.natalia.chavez.navarro@hotmail.com,Natalia Chávez Navarro
1315552370,carlos ortega mera,36.0,179.2,156.4,M,480.0,Manta,2023-02-11,Universidad, carlos.ortega.mera@outlook.com ,Carlos Ortega Mera
1729249506001,JAVIER RODRIGUEZ ZAMBRANO,33.0,180.5,176.3,F,948.39,Quito,2024-05-30,Maestria,javier.rodriguez.zambrano@gmail.com,Javier Rodriguez Zambrano
1200552220,mateo torres guerrero,,162.4,137.0,F,480.0,Quevedo,25/01/2023,Tecnico,mateo.torres.guerrero@gmail.com,Mateo Torres Guerrero
1817699497,diana peña peña,30.0,179.5,177.9,M,775.17,Ambato,2023-12-13,Tecnico,diana.pena.pena@gmail.com,Diana Peña Peña
743245599, DANIEL ROJAS ORTEGA ,42.0,177.2,207.6,M,480.0,Machala,2024-01-16,Secundaria,,Daniel Rojas Ortega
947554051,MELANIE SUÁREZ MOLINA,36.0,,175.7,M,569.44,Guayaquil,,Secundaria,melanie.suarez.molina@hotmail.com,Melanie Suárez Molina
1752718989,Diana  Rodriguez  Cornejo,32.0,186.6,209.3,M,744.0,Quito,2023-03-07,Universidad,diana.rodriguez.cornejo@outlook.com,Diana  Rodriguez  Cornejo
1358188165001,Gabriela Mera Silva,,186.3,190.9,M,1057.88,Portoviejo,2023-11-15,Tecnico,gabriela.mera.silva@gmail.com,Gabriela Mera Silva
645684853, RICARDO PEÑA GUERRERO ,43.0,185.1,214.5,M,615.89,Riobamba,2024-08-11,Secundaria,,Ricardo Peña Guerrero
947163143001,Alejandro Vera Solís,36.0,166.3,148.1,F,636.15,Guayaquil,2025-04-17,Tecnico,,Alejandro Vera Solís
1747147922001,Melanie Villamar Espinoza,39.0,160.4,136.3,F,1480.83,Quito,,Secundaria,,Melanie Villamar Espinoza
929136455,pedro  guerrero  villamar,43.0,170.7,153.7,F,1667.64,Guayaquil,"Aug 07, 2023",Maestria,pedro.guerrero.villamar@empresa.ec,Pedro  Guerrero  Villamar
